router_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
r1,-3.038245498559611,-3.027092949477168,-2.6766629531420008,-2.276842834823751,-1.806751288978437,-2.191730561419091,-2.601294405029264,-2.9850251810687385,-3.2916101795595787,-3.512648477484119,-3.5776711785468374,-3.5670936213919155,-3.5832117601416393,-3.5712180327542655,-3.583023938977229,-3.571462833078634,-3.5829551623636844,-3.7687123514001954,-3.792333772712722,-3.7812467531779776,-3.923134855266207,-3.943513835822289,-3.791342560725858,-3.5875701801054363
r2,2.759332267267579,2.916920644911248,2.5795248168350717,2.115433098475647,1.7609594660377061,2.0713324366367707,2.47469200950074,2.838007954205269,3.128075902936922,3.3825588218360485,3.4247125075040774,3.431651686185291,3.4173323251815715,3.4253241003317143,3.4145924940110053,3.4239778646121564,3.404785682871051,3.589707678373448,3.62640434630554,3.625324325731788,3.7504339216262914,3.7764181011308864,3.6438568863375878,3.4360005175847865
r3,2.7721480806534493,2.9266460465722277,2.568317684622613,2.1165037877560406,1.7524524759841227,2.097525848416576,2.473788917241288,2.841036817296205,3.128427693142749,3.3902568371341952,3.4250406021918844,3.4328267487410713,3.4284102660981595,3.42273918152182,3.42201651769406,3.4241672450947473,3.4297716074657854,3.5966581816371836,3.6288835334777794,3.6244761411397994,3.748113546425337,3.7795802041197346,3.6409036983229415,3.4555102418180677
r4,-9.46096714844022,-9.57914138644375,-7.999579038149365,-6.264890527476341,-4.590473847033756,-5.572449343103652,-7.565342555397677,-9.293941099868123,-10.581166535369137,-12.553263636478581,-12.82899101452662,-12.683081016504888,-12.705387256743265,-12.629780702440552,-12.695297505239505,-12.788535899197907,-12.729461338516106,-13.836886476401897,-14.271441975507312,-14.45322975437453,-15.37772467459327,-15.93611691823114,-14.433002984116538,-12.844461876173716
r5,-8.604645771998298,-8.70821699908363,-6.9093989259656015,-5.568832196604064,-3.7372749205143094,-5.226028826618932,-6.537106330259422,-8.243604393960052,-9.677648301045014,-11.812325651035676,-11.898302452035296,-11.74650133999716,-11.576294664504404,-11.729305519051316,-11.74063019333802,-11.88237757404804,-11.738333728632872,-13.080056711635258,-13.32466973556175,-13.67871778051686,-14.828525462460235,-14.754618187629937,-13.355153531458349,-11.941180180678634
r6,9.006322509723152,8.851816967587865,7.4865424244421375,6.005369359771838,4.510743436427254,5.688179115756359,7.232200198929352,8.448415057993628,9.840471049179586,11.227998215078124,11.251412754103312,11.302450680138817,11.36003296543668,11.31584798101209,11.379694866557443,11.353026271035175,11.245907569079582,12.369964374157869,12.513230434625228,12.682785606259102,13.722402402448598,13.68416959417309,12.548818170531009,11.487737860374047
r7,-9.407385927842684,-9.385500404538083,-7.8887900884499205,-6.191425016817433,-4.538718394207427,-5.607573937316996,-7.397544953620957,-9.051940453581421,-10.54092383633575,-12.37127108853345,-12.784853701703423,-12.580119335298914,-12.58752913551899,-12.73387976721665,-12.62554207837755,-12.744678869332507,-12.567596485265097,-13.79353719699016,-14.175897288240957,-14.34178565217881,-15.589180148782269,-15.797679794632813,-14.378663260123359,-12.659566382973589
r8,-9.056473081492184,-9.374165934064148,-7.661386980981277,-6.082154482897006,-4.321175105416029,-5.714678081483275,-7.243395961136185,-8.93613984995204,-10.528159198393464,-12.531815259461029,-12.611152876685546,-12.595396808838272,-12.382776106363963,-12.617307342453083,-12.584466217938115,-12.398766271678838,-12.556652434694874,-13.671891054902291,-14.058766079050192,-14.47145793548874,-15.423475320833443,-15.553491895751858,-14.396669087257605,-12.484792018321519
r9,8.481411526491875,8.589375782629608,7.097853941949143,5.540829692746816,4.108653029253144,5.462528030971365,6.941856278580974,8.036227682608414,9.525185003973995,10.706661425823746,10.868483601819559,10.855082520552187,10.81790086650024,10.958718005943247,10.906664693047857,10.861115031198008,10.920257322342522,11.91097759435963,12.237489363418822,12.11249886917587,13.346406267457953,13.30224794232622,12.2085365671364,10.956996127821196
rg,0.09668128919420933,-0.18515652813150302,-0.17123400453491058,-0.15712392866713884,-0.11628981029974382,-0.08670713308252409,-0.11074315599386825,-0.12146130430092136,-0.13208148926687271,-0.1653802551495087,-0.20049347282680088,-0.18629277204505815,-0.19705174304731599,-0.17914304288427635,-0.2016868216046689,-0.18872291009405318,-0.18880735261060544,-0.18535507972487786,-0.20521530396391666,-0.21460471166515802,-0.20772468660877158,-0.22472620471821275,-0.23898516493014924,-0.22688776174686134
ru,0.10436664684309635,-0.02166480522155187,0.003302075675233639,-0.03368834896541131,-0.0428629326250663,0.03162193756373113,0.024012285941879374,0.03387069290865509,0.027035896158847904,0.0442636150514077,-0.015160757932326805,-0.01210890792649055,-0.005647264263779378,0.02343608086000786,0.0014375037109732557,-0.0030734566482068636,0.014530057214133191,0.013330431804253308,0.00041198848154744256,0.0028131122824760772,-0.01458476135187292,0.06606546058154904,-0.06607873209102597,-0.03582223210121761
